experiment_id,dataset_family,investigation_id,original_test_id,fuel_material,material_category,sample_description,oxygen_pct,pressure_mmhg,pressure_kpa,burn_time_s,extinction_outcome,extinction_diameter_mm,initial_diameter_mm,burning_rate_mms,airflow_velocity_cms,flame_temp_k,gravity_condition,ignition_power_w,ignition_time_s,co2_pct,co_ppm,test_date,source_name,source_url,notes
FLEX-250,FLEX,PSI-69,250,Heptane,Liquid Droplet,Droplet initial diameter: 2.8 mm,23.0,532.2,70.95,11.4,Completion,0.12,2.8,0.71,0.0,1400.0,Microgravity (~0g),,,,,10/12/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H11H101. Extinction diameter: 0.12 mm. Burning rate: 0.71 mm/s.
FLEX-251,FLEX,PSI-69,251,Methanol,Liquid Droplet,Droplet initial diameter: 2.82 mm,24.0,534.3,71.23,11.2,Extinction,1.03,2.82,0.62,0.0,1400.0,Microgravity (~0g),,,,,11/18/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H10M101. Extinction diameter: 1.03 mm. Burning rate: 0.62 mm/s.
FLEX-252,FLEX,PSI-69,252,Methanol,Liquid Droplet,Droplet initial diameter: 2.79 mm,24.0,534.6,71.27,8.1,Disruption,1.53,2.79,0.7,0.0,1250.0,Microgravity (~0g),,,,,11/18/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H10M102. Extinction diameter: 1.53 mm. Burning rate: 0.7 mm/s.
FLEX-253,FLEX,PSI-69,253,Methanol,Liquid Droplet,Droplet initial diameter: 2.45 mm,23.0,531.7,70.89,8.3,Extinction,0.86,2.45,0.6,0.0,1400.0,Microgravity (~0g),,,,,11/18/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H11M101. Extinction diameter: 0.86 mm. Burning rate: 0.6 mm/s.
FLEX-254,FLEX,PSI-69,254,Methanol,Liquid Droplet,Droplet initial diameter: 2.61 mm,23.0,531.8,70.9,6.3,Disruption,,2.61,0.73,0.0,1250.0,Microgravity (~0g),,,,,11/18/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H11M102. Extinction diameter: None mm. Burning rate: 0.73 mm/s.
FLEX-255,FLEX,PSI-69,255,Methanol,Liquid Droplet,Droplet initial diameter: 3.22 mm,21.0,531.9,70.91,10.4,Extinction,,3.22,0.56,0.0,1400.0,Microgravity (~0g),,,,,11/18/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H12M101. Extinction diameter: None mm. Burning rate: 0.56 mm/s.
FLEX-256,FLEX,PSI-69,256,Methanol,Liquid Droplet,Droplet initial diameter: 3.25 mm,21.0,531.2,70.82,12.1,Extinction,1.78,3.25,0.65,0.0,1400.0,Microgravity (~0g),,,,,11/18/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H12M102. Extinction diameter: 1.78 mm. Burning rate: 0.65 mm/s.
FLEX-257,FLEX,PSI-69,257,Methanol,Liquid Droplet,Droplet initial diameter: 2.67 mm,21.0,531.2,70.82,7.6,Extinction,1.42,2.67,0.7,0.0,1400.0,Microgravity (~0g),,,,,11/18/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H12M201. Extinction diameter: 1.42 mm. Burning rate: 0.7 mm/s.
FLEX-258,FLEX,PSI-69,258,Heptane,Liquid Droplet,Droplet initial diameter: 3.23 mm,21.0,529.6,70.61,7.5,Extinction,2.33,3.23,0.67,0.0,1400.0,Microgravity (~0g),,,,,11/22/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H12H101. Extinction diameter: 2.33 mm. Burning rate: 0.67 mm/s.
FLEX-259,FLEX,PSI-69,259,Heptane,Liquid Droplet,Droplet initial diameter: 2.86 mm,21.0,529.0,70.53,11.0,Extinction,0.71,2.86,0.7,0.0,1400.0,Microgravity (~0g),,,,,11/22/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H12H201. Extinction diameter: 0.71 mm. Burning rate: 0.7 mm/s.
FLEX-260,FLEX,PSI-69,260,Heptane,Liquid Droplet,Droplet initial diameter: 3.69 mm,20.0,532.5,70.99,4.3,Extinction,3.32,3.69,0.61,0.0,1400.0,Microgravity (~0g),,,,,11/22/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H13H101. Extinction diameter: 3.32 mm. Burning rate: 0.61 mm/s.
FLEX-261,FLEX,PSI-69,261,Heptane,Liquid Droplet,Droplet initial diameter: 3.08 mm,20.0,532.0,70.93,5.4,Extinction,1.69,3.08,0.67,0.0,1400.0,Microgravity (~0g),,,,,11/22/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H13H201. Extinction diameter: 1.69 mm. Burning rate: 0.67 mm/s.
FLEX-262,FLEX,PSI-69,262,Methanol,Liquid Droplet,Droplet initial diameter: 3.87 mm,20.0,527.6,70.34,17.4,Extinction,2.24,3.87,0.6,0.0,1400.0,Microgravity (~0g),,,,,11/28/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H13M102. Extinction diameter: 2.24 mm. Burning rate: 0.6 mm/s.
FLEX-263,FLEX,PSI-69,263,Methanol,Liquid Droplet,Droplet initial diameter: 2.95 mm,20.0,527.9,70.38,10.6,Extinction,1.5,2.95,0.63,0.0,1400.0,Microgravity (~0g),,,,,11/28/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H13M201. Extinction diameter: 1.5 mm. Burning rate: 0.63 mm/s.
FLEX-264,FLEX,PSI-69,264,Methanol,Liquid Droplet,Droplet initial diameter: 3.5 mm,18.0,532.4,70.98,7.8,Extinction,2.67,3.5,0.59,0.0,1400.0,Microgravity (~0g),,,,,11/28/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H14M101. Extinction diameter: 2.67 mm. Burning rate: 0.59 mm/s.
FLEX-265,FLEX,PSI-69,265,Methanol,Liquid Droplet,Droplet initial diameter: 2.7 mm,18.0,532.9,71.05,5.9,Extinction,1.92,2.7,0.63,0.0,1400.0,Microgravity (~0g),,,,,11/28/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H14M201. Extinction diameter: 1.92 mm. Burning rate: 0.63 mm/s.
FLEX-266,FLEX,PSI-69,266,Methanol,Liquid Droplet,Droplet initial diameter: 1.84 mm,18.0,533.2,71.09,2.3,Extinction,1.3,1.84,0.62,0.0,1400.0,Microgravity (~0g),,,,,11/28/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H14M202. Extinction diameter: 1.3 mm. Burning rate: 0.62 mm/s.
FLEX-267,FLEX,PSI-69,267,Heptane,Liquid Droplet,Droplet initial diameter: 2.27 mm,18.0,528.0,70.39,3.5,Extinction,1.64,2.27,0.71,0.0,1400.0,Microgravity (~0g),,,,,11/30/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H14H101. Extinction diameter: 1.64 mm. Burning rate: 0.71 mm/s.
FLEX-268,FLEX,PSI-69,268,Heptane,Liquid Droplet,Droplet initial diameter: 1.86 mm,18.0,530.3,70.7,3.5,Extinction,0.84,1.86,0.77,0.0,1400.0,Microgravity (~0g),,,,,11/30/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H14H201. Extinction diameter: 0.84 mm. Burning rate: 0.77 mm/s.
FLEX-269,FLEX,PSI-69,269,Heptane,Liquid Droplet,Droplet initial diameter: 2.22 mm,17.0,532.2,70.95,1.9,Extinction,1.86,2.22,0.76,0.0,1400.0,Microgravity (~0g),,,,,11/30/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H15H101. Extinction diameter: 1.86 mm. Burning rate: 0.76 mm/s.
FLEX-270,FLEX,PSI-69,270,Heptane,Liquid Droplet,Droplet initial diameter: 1.61 mm,17.0,532.5,70.99,1.4,Completion,0.91,1.61,1.06,0.0,1400.0,Microgravity (~0g),,,,,11/30/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H15H201. Extinction diameter: 0.91 mm. Burning rate: 1.06 mm/s.
FLEX-271,FLEX,PSI-69,271,Methanol,Liquid Droplet,Droplet initial diameter: 2.79 mm,17.0,530.4,70.71,4.0,Extinction,2.3,2.79,0.63,0.0,1400.0,Microgravity (~0g),,,,,12/5/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H15M102. Extinction diameter: 2.3 mm. Burning rate: 0.63 mm/s.
FLEX-272,FLEX,PSI-69,272,Methanol,Liquid Droplet,Droplet initial diameter: 2.68 mm,17.0,531.5,70.86,2.9,Extinction,2.31,2.68,0.66,0.0,1400.0,Microgravity (~0g),,,,,12/5/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H15M201. Extinction diameter: 2.31 mm. Burning rate: 0.66 mm/s.
FLEX-273,FLEX,PSI-69,273,Heptane,Liquid Droplet,Droplet initial diameter: 3.54 mm,21.0,764.7,101.95,7.6,Extinction,2.91,3.54,0.55,0.0,1400.0,Microgravity (~0g),,,,,12/8/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H19H101. Extinction diameter: 2.91 mm. Burning rate: 0.55 mm/s.
FLEX-274,FLEX,PSI-69,274,Heptane,Liquid Droplet,Droplet initial diameter: 2.82 mm,21.0,766.2,102.15,11.7,Extinction,0.73,2.82,0.65,0.0,1400.0,Microgravity (~0g),,,,,12/8/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H19H201. Extinction diameter: 0.73 mm. Burning rate: 0.65 mm/s.
FLEX2-F2-01,FLEX-2,PSI-70,F2-01,n-Heptane / Iso-octane (50/50),Liquid Droplet (Cool Flame),Initial diameter: 2.1 mm. Cool flame extinction diameter: 0.72 mm.,21.0,760.0,101.32,21.0,Two-Stage Cool Flame Extinction,0.72,2.1,0.45,0.0,720.0,Microgravity (~0g),,,,,2015-08-12,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-70,Hot flame burn: 6.8s; Cool flame burn: 14.2s.
FLEX2-F2-02,FLEX-2,PSI-70,F2-02,n-Decane,Liquid Droplet (Cool Flame),Initial diameter: 1.85 mm. Cool flame extinction diameter: 0.55 mm.,18.0,760.0,101.32,13.6,Cool Flame Persistence,0.55,1.85,0.45,0.0,720.0,Microgravity (~0g),,,,,2015-08-12,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-70,Hot flame burn: 5.2s; Cool flame burn: 8.4s.
FLEX2-F2-03,FLEX-2,PSI-70,F2-03,n-Heptane,Liquid Droplet (Cool Flame),Initial diameter: 3.0 mm. Cool flame extinction diameter: 1.1 mm.,21.0,760.0,101.32,30.9,Prolonged Low-Temperature Combustion,1.1,3.0,0.45,0.0,1450.0,Microgravity (~0g),,,,,2015-08-12,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-70,Hot flame burn: 12.5s; Cool flame burn: 18.4s.
FLEX2-F2-04,FLEX-2,PSI-70,F2-04,Hexane,Liquid Droplet (Cool Flame),Initial diameter: 1.6 mm. Cool flame extinction diameter: 0.0 mm.,30.0,760.0,101.32,3.9,Vigorous Micro-explosion Extinction,0.85,1.6,0.45,0.0,1450.0,Microgravity (~0g),,,,,2015-08-12,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-70,Hot flame burn: 3.9s; Cool flame burn: 0.0s.
FLEX2-F2-05,FLEX-2,PSI-70,F2-05,1-Propanol,Liquid Droplet (Cool Flame),Initial diameter: 2.2 mm. Cool flame extinction diameter: 0.6 mm.,21.0,500.0,66.66,13.6,Soot-free Blue Flame Radiative Extinction,0.6,2.2,0.45,0.0,1450.0,Microgravity (~0g),,,,,2015-08-12,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-70,Hot flame burn: 8.1s; Cool flame burn: 5.5s.
FLEX2-F2-06,FLEX-2,PSI-70,F2-06,n-Octane,Liquid Droplet (Cool Flame),Initial diameter: 2.4 mm. Cool flame extinction diameter: 0.8 mm.,21.0,760.0,101.32,21.7,Cool Flame Quenching,0.8,2.4,0.45,0.0,720.0,Microgravity (~0g),,,,,2015-08-12,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-70,Hot flame burn: 9.6s; Cool flame burn: 12.1s.
FLEX2-F2-07,FLEX-2,PSI-70,F2-07,Ethanol (Pure),Liquid Droplet (Cool Flame),Initial diameter: 1.75 mm. Cool flame extinction diameter: 0.0 mm.,21.0,760.0,101.32,7.3,Classical Radiative Extinction,0.95,1.75,0.45,0.0,1450.0,Microgravity (~0g),,,,,2015-08-12,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-70,Hot flame burn: 7.3s; Cool flame burn: 0.0s.
FLEX2-F2-08,FLEX-2,PSI-70,F2-08,Methanol (Pure),Liquid Droplet (Cool Flame),Initial diameter: 1.9 mm. Cool flame extinction diameter: 0.0 mm.,16.0,760.0,101.32,4.8,Hypoxic Radiative Extinction,0.92,1.9,0.45,0.0,1450.0,Microgravity (~0g),,,,,2015-08-12,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-70,Hot flame burn: 4.8s; Cool flame burn: 0.0s.
FLEX2-F2-09,FLEX-2,PSI-70,F2-09,n-Heptane / Decane (Surrogate),Liquid Droplet (Cool Flame),Initial diameter: 2.5 mm. Cool flame extinction diameter: 0.9 mm.,25.0,760.0,101.32,19.4,Two-Stage Pyrolysis Extinction,0.9,2.5,0.45,0.0,1450.0,Microgravity (~0g),,,,,2015-08-12,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-70,Hot flame burn: 8.4s; Cool flame burn: 11.0s.
FLEX2-F2-10,FLEX-2,PSI-70,F2-10,Iso-octane,Liquid Droplet (Cool Flame),Initial diameter: 2.05 mm. Cool flame extinction diameter: 0.65 mm.,21.0,760.0,101.32,16.3,Cool Flame Boundary Quenching,0.65,2.05,0.45,0.0,720.0,Microgravity (~0g),,,,,2015-08-12,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-70,Hot flame burn: 7.1s; Cool flame burn: 9.2s.
BASS-B1,BASS-II,PSI-25,B1,PMMA (Acrylic),Solid Polymer / Film,100 micron PMMA film   2 cm wide,22.2,760.0,101.32,1.9,Flame Spread & Extinction,,,,5.0,1380.0,Microgravity (~0g),,,0.44,6.0,2/19/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #147. Final O2: 22.2%. Fan display: 62.0.
BASS-B2,BASS-II,PSI-25,B2,PMMA (Acrylic),Solid Polymer / Film,200 micron PMMA film   2 cm wide,22.2,760.0,101.32,45.0,Flame Spread & Extinction,,,,5.0,1380.0,Microgravity (~0g),,,,,2/19/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #155. Final O2: 1.6%. Fan display: 62.0.
BASS-B3,BASS-II,PSI-25,B3,100 micron film   2 cm wide,Solid Polymer / Film,100 micron film   2 cm wide,22.2,760.0,101.32,8.4,Flame Spread & Extinction,,,,2.0,1380.0,Microgravity (~0g),,,0.49,19.0,2/19/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #148. Final O2: 21.8%. Fan display: 47.0.
BASS-B4,BASS-II,PSI-25,B4,PMMA (Acrylic),Solid Polymer / Film,300 micron PMMA film   2 cm wide,22.2,760.0,101.32,4.6,Flame Spread & Extinction,,,,5.0,1380.0,Microgravity (~0g),,,0.51,10.0,2/19/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #159. Final O2: 22.2%. Fan display: 61.0.
BASS-B5,BASS-II,PSI-25,B5,200 micron  2 cm wide,Solid Polymer / Film,200 micron  2 cm wide,22.2,760.0,101.32,6.9,Flame Spread & Extinction,,,,5.0,1380.0,Microgravity (~0g),,,0.43,12.0,2/19/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #156. Final O2: 21.9%. Fan display: 59.0.
BASS-B6,BASS-II,PSI-25,B6,PMMA (Acrylic),Solid Polymer / Film,2 cm 0.1 mm PMMA film,21.0,760.0,101.32,2.7,Blowoff Extinction,,,,3510.0,1380.0,Microgravity (~0g),,,0.41,0.3,7/7/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #153m. Final O2: 20.9%. Fan display: None.
BASS-B7,BASS-II,PSI-25,B7,400 micron film   2 cm wide,Solid Polymer / Film,400 micron film   2 cm wide,22.2,760.0,101.32,2.8,Flame Spread & Extinction,,,,2.0,1380.0,Microgravity (~0g),,,0.51,17.0,2/19/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #161. Final O2: 22.1%. Fan display: 47.0.
BASS-B8,BASS-II,PSI-25,B8,PMMA (Acrylic),Solid Polymer / Film,2 cm   0.2 mm PMMA film,21.0,760.0,101.32,7.5,Blowoff Extinction,,,,10.0,1380.0,Microgravity (~0g),,,0.58,131.0,7/7/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #157m. Final O2: 20.5%. Fan display: None.
BASS-B9,BASS-II,PSI-25,B9,PMMA (Acrylic),Solid Polymer / Film,2 cm   0.1 mm PMMA film,21.0,760.0,101.32,1.5,Blowoff Extinction,,,,21.0,1380.0,Microgravity (~0g),,,0.35,10.0,7/7/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #154m. Final O2: 20.9%. Fan display: None.
BASS-B10,BASS-II,PSI-25,B10,PMMA (Acrylic),Solid Polymer / Film,1 cm   0.2 mm PMMA film,21.0,760.0,101.32,4.1,Blowoff Extinction,,,,54321.0,1380.0,Microgravity (~0g),,,0.44,23.0,7/7/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #173m. Final O2: 20.8%. Fan display: None.
BASS-B11,BASS-II,PSI-25,B11,PMMA (Acrylic),Solid Polymer / Film,2 cm   0.2 mm PMMA film,21.0,760.0,101.32,4.4,Blowoff Extinction,,,,5311.0,1380.0,Microgravity (~0g),,,0.47,46.0,7/7/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #158m. Final O2: 20.7%. Fan display: None.
BASS-B12,BASS-II,PSI-25,B12,300 micron film   2 cm wide,Solid Polymer / Film,300 micron film   2 cm wide,22.2,760.0,101.32,5.3,Flame Spread & Extinction,,,,2.0,1380.0,Microgravity (~0g),,,0.56,33.0,2/19/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #160. Final O2: 22.1%. Fan display: 46.5.
BASS-B13,BASS-II,PSI-25,B13,2 cm   0.4 mm thick film,Solid Polymer / Film,2 cm   0.4 mm thick film,21.0,760.0,101.32,10.4,Blowoff Extinction,,,,1054321.0,1380.0,Microgravity (~0g),,,0.65,61.0,7/7/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #162m. Final O2: 20.5%. Fan display: None.
BASS-B14,BASS-II,PSI-25,B14,PMMA (Acrylic),Solid Polymer / Film,1 cm wide 200 micron thick PMMA,15.0,760.0,101.32,1.5,Blowoff Extinction,,,,532.0,1380.0,Microgravity (~0g),,,,,7/2/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #174m. Final O2: None%. Fan display: None.
BASS-B15,BASS-II,PSI-25,B15,PMMA (Acrylic),Solid Polymer / Film,2 cm   0.1 mm PMMA film,21.0,760.0,101.32,4.1,Blowoff Extinction,,,,10.0,1380.0,Microgravity (~0g),,,0.43,22.0,7/7/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #149m. Final O2: 20.8%. Fan display: None.
BASS-B16,BASS-II,PSI-25,B16,PMMA (Acrylic),Solid Polymer / Film,2 cm 100 micron thick PMMA,17.3,760.0,101.32,3.1,Flame Spread & Extinction,,,,440.68,1380.0,Microgravity (~0g),,,0.51,119.0,7/2/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #150m. Final O2: 17.2%. Fan display: 440.68.
BASS-B17,BASS-II,PSI-25,B17,PMMA (Acrylic),Solid Polymer / Film,1 cm wide 200 micron thick PMMA,17.5,760.0,101.32,6.3,Blowoff Extinction,,,,530.4,1380.0,Microgravity (~0g),,,0.34,47.0,7/2/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #175m. Final O2: 17.4%. Fan display: None.
BASS-B18,BASS-II,PSI-25,B18,PMMA (Acrylic),Solid Polymer / Film,1 cm wide 200 micron thick PMMA,17.4,760.0,101.32,5.1,Blowoff Extinction,,,,10.0,1380.0,Microgravity (~0g),,,0.42,78.0,7/2/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #176m. Final O2: 17.4%. Fan display: None.
BASS-B19,BASS-II,PSI-25,B19,PMMA (Acrylic),Solid Polymer / Film,2 cm 100 micron thick PMMA,17.3,760.0,101.32,3.2,Blowoff Extinction,,,,10.0,1380.0,Microgravity (~0g),,,0.57,131.0,7/2/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #151m. Final O2: 17.2%. Fan display: None.
BASS-B20,BASS-II,PSI-25,B20,PMMA (Acrylic),Solid Polymer / Film,2 cm 100 micron thick PMMA,17.4,760.0,101.32,3.7,Blowoff Extinction,,,,530.5,1380.0,Microgravity (~0g),,,0.47,103.0,7/2/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #152m. Final O2: 17.4%. Fan display: None.
BASS-B21,BASS-II,PSI-25,B21,PMMA (Acrylic),Solid Polymer / Film,1 cm wide 200 micron thick PMMA,20.8,760.0,101.32,2.9,Flame Spread & Extinction,,,,5.0,1380.0,Microgravity (~0g),,,0.44,18.0,8/4/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #174m. Final O2: 20.6%. Fan display: 53.0.
BASS-B22,BASS-II,PSI-25,B22,PMMA (Acrylic),Solid Polymer / Film,1 cm wide 200 micron thick PMMA,20.7,760.0,101.32,2.6,Blowoff Extinction,,,,520.0,1380.0,Microgravity (~0g),,,0.47,10.0,8/4/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Bhattacharjee. Sample #176m. Final O2: 20.5%. Fan display: 53424140.5.
BASS-F1,BASS-II,PSI-25,F1,Nomex (Aramid),Fabric / Textile,Nomex natural (nomex III),22.2,760.0,101.32,6.9,Self-extinguished Immediately,,,,9.5,950.0,Microgravity (~0g),,,0.45,2.0,2/19/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Ferkul. Sample #227. Final O2: 22.2%. Fan display: 82.0.
BASS-F2,BASS-II,PSI-25,F2,Nomex (Aramid),Fabric / Textile,Nomex natural (nomex III),21.0,760.0,101.32,2.4,Self-extinguished Immediately,,,,15.0,950.0,Microgravity (~0g),,,0.39,82.0,7/28/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Ferkul. Sample #228m. Final O2: 21.0%. Fan display: 92.0.
BASS-F3,BASS-II,PSI-25,F3,Nomex (Aramid),Fabric / Textile,Nomex natural (nomex III),21.7,760.0,101.32,1.5,Self-extinguished Immediately,,,,8.0,950.0,Microgravity (~0g),,,,,8/1/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Ferkul. Sample #229m. Final O2: None%. Fan display: 61.0.
BASS-F4,BASS-II,PSI-25,F4,Japan Wax candle,Solid Polymer / Film,Japan Wax candle,17.4,760.0,101.32,9.0,Flame Spread & Extinction,,,,3.0,1380.0,Microgravity (~0g),,,0.48,56.0,6/24/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Ferkul. Sample #39M. Final O2: 17.4%. Fan display: None.
BASS-M1,BASS-II,PSI-25,M1,PMMA (Acrylic),Solid Polymer / Film,1 mm thick PMMA   1 sided   2 cm,22.2,760.0,101.32,10.1,Blowoff Extinction,,,,108.0,1380.0,Microgravity (~0g),,,0.61,60.0,2/20/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #222. Final O2: 21.9%. Fan display: 5854.0.
BASS-M2,BASS-II,PSI-25,M2,PMMA (Acrylic),Solid Polymer / Film,3 mm thick PMMA 1 sided    2 cm wide,22.2,760.0,101.32,8.7,Blowoff Extinction,,,,20151314.0,1380.0,Microgravity (~0g),,,1.33,325.0,2/20/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #224. Final O2: 21.2%. Fan display: 1169.3898084.
BASS-M3,BASS-II,PSI-25,M3,PMMA (Acrylic),Solid Polymer / Film,2 cm wide   5 mm thick 1 sided PMMA,20.8,760.0,101.32,7.4,Blowoff Extinction,,,,102018.0,1380.0,Microgravity (~0g),,,1.18,300.0,7/11/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #226m. Final O2: 19.7%. Fan display: None.
