experiment_id,dataset_family,investigation_id,original_test_id,fuel_material,material_category,sample_description,oxygen_pct,pressure_mmhg,pressure_kpa,burn_time_s,extinction_outcome,extinction_diameter_mm,initial_diameter_mm,burning_rate_mms,airflow_velocity_cms,flame_temp_k,gravity_condition,ignition_power_w,ignition_time_s,co2_pct,co_ppm,test_date,source_name,source_url,notes
BASS-P22a,BASS-II,PSI-25,P22a,"3/8"" black rod",Solid Polymer / Film,"3/8"" black rod",20.8,760.0,101.32,2.8,Flame Spread & Extinction,,,,5.0,1380.0,Microgravity (~0g),,,,,7/8/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #200m. Final O2: 0.6%. Fan display: None.
BASS-P22b,BASS-II,PSI-25,P22b,"3/8"" black rod",Solid Polymer / Film,"3/8"" black rod",20.0,760.0,101.32,5.2,Flame Spread & Extinction,,,,5.0,1380.0,Microgravity (~0g),,,1.09,239.0,7/8/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #200m. Final O2: 39.1%. Fan display: None.
BASS-P23,BASS-II,PSI-25,P23,"3/8"" black rod",Solid Polymer / Film,"3/8"" black rod",18.2,760.0,101.32,8.1,Blowoff Extinction,,,,2020.0,1380.0,Microgravity (~0g),,,2.08,159.0,7/30/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #201m. Final O2: 17.0%. Fan display: 55471212.0.
BASS-P24,BASS-II,PSI-25,P24,"3/8"" black rod",Solid Polymer / Film,"3/8"" black rod",19.0,760.0,101.32,10.3,Blowoff Extinction,,,,2020.0,1380.0,Microgravity (~0g),,,2.24,260.0,7/30/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #819L. Final O2: 17.5%. Fan display: 55471212.0.
BASS-P25,BASS-II,PSI-25,P25,"3/8"" clear rod",Solid Polymer / Film,"3/8"" clear rod",20.9,760.0,101.32,8.2,Flame Spread & Extinction,,,,5.0,1380.0,Microgravity (~0g),,,1.0,205.0,7/8/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #217m. Final O2: 20.2%. Fan display: None.
BASS-T1,BASS-II,PSI-25,T1,SIBAL Fabric,Fabric / Textile,2 cm SIBAL,18.5,760.0,101.32,2.8,Blowoff Extinction,,,,10.0,1380.0,Microgravity (~0g),,,0.41,40.0,2/14/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #128. Final O2: 18.5%. Fan display: 80.0.
BASS-T2,BASS-II,PSI-25,T2,SIBAL Fabric,Fabric / Textile,2 cm SIBAL,18.5,760.0,101.32,3.3,Blowoff Extinction,,,,954.0,1380.0,Microgravity (~0g),,,0.45,78.0,2/14/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #129. Final O2: 18.5%. Fan display: 805955.0.
BASS-T3,BASS-II,PSI-25,T3,4 cm spherical section,Solid Polymer / Film,4 cm spherical section,17.2,760.0,101.32,5.5,Blowoff Extinction,,,,10.0,1380.0,Microgravity (~0g),,,0.7,113.0,6/27/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #182m. Final O2: 16.8%. Fan display: 63.0.
BASS-T4,BASS-II,PSI-25,T4,SIBAL Fabric,Fabric / Textile,2 cm SIBAL,18.7,760.0,101.32,3.2,Blowoff Extinction,,,,91.0,1380.0,Microgravity (~0g),,,0.45,72.0,2/14/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #130. Final O2: 18.7%. Fan display: 8046.0.
BASS-T5,BASS-II,PSI-25,T5,SIBAL Fabric,Fabric / Textile,2 cm SIBAL,18.8,760.0,101.32,3.3,Blowoff Extinction,,,,1021.0,1380.0,Microgravity (~0g),,,0.25,41.0,4/10/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #131. Final O2: 18.9%. Fan display: None.
BASS-T6,BASS-II,PSI-25,T6,SIBAL Fabric,Fabric / Textile,2 cm SIBAL,18.8,760.0,101.32,3.9,Blowoff Extinction,,,,5211.0,1380.0,Microgravity (~0g),,,0.28,77.0,4/10/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #132. Final O2: 18.8%. Fan display: None.
BASS-T7,BASS-II,PSI-25,T7,4 cm spherical section,Solid Polymer / Film,4 cm spherical section,17.3,760.0,101.32,10.0,Blowoff Extinction,,,,10531.0,1380.0,Microgravity (~0g),,,0.59,140.0,7/9/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #182m. Final O2: 17.1%. Fan display: 3.467.
BASS-T9,BASS-II,PSI-25,T9,SIBAL Fabric,Fabric / Textile,2 cm SIBAL,16.4,760.0,101.32,1.6,Blowoff Extinction,,,,10.0,1380.0,Microgravity (~0g),,,0.31,9.0,6/24/2018,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #133M. Final O2: 16.4%. Fan display: 2.5.
BASS-T10,BASS-II,PSI-25,T10,SIBAL Fabric,Fabric / Textile,2 cm SIBAL,16.4,760.0,101.32,1.4,Low Oxygen Quenching,,,,5.0,1380.0,Microgravity (~0g),,,0.33,14.0,6/24/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #134M. Final O2: 16.5%. Fan display: 1.1.
BASS-T11,BASS-II,PSI-25,T11,SIBAL Fabric,Fabric / Textile,2 cm SIBAL,17.1,760.0,101.32,3.6,Flame Spread & Extinction,,,,5.0,1380.0,Microgravity (~0g),,,0.39,45.0,6/27/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #135m. Final O2: 17.0%. Fan display: 48.0.
BASS-T12,BASS-II,PSI-25,T12,SIBAL Fabric,Fabric / Textile,2 cm SIBAL,16.8,760.0,101.32,1.3,Low Oxygen Quenching,,,,5.0,1380.0,Microgravity (~0g),,,0.7,117.0,6/27/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #136m. Final O2: 16.9%. Fan display: 1.1.
BASS-T13,BASS-II,PSI-25,T13,SIBAL Fabric,Fabric / Textile,2 cm SIBAL,17.5,760.0,101.32,1.8,Blowoff Extinction,,,,51.0,1380.0,Microgravity (~0g),,,0.2,12.0,4/10/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #137. Final O2: 17.6%. Fan display: None.
BASS-T14,BASS-II,PSI-25,T14,SIBAL Fabric,Fabric / Textile,2 cm SIBAL,16.9,760.0,101.32,4.0,Blowoff Extinction,,,,53.0,1380.0,Microgravity (~0g),,,0.72,152.0,6/27/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #140m. Final O2: 16.9%. Fan display: None.
BASS-T15,BASS-II,PSI-25,T15,SIBAL Fabric,Fabric / Textile,2 cm SIBAL,18.7,760.0,101.32,1.5,Blowoff Extinction,,,,929.0,1380.0,Microgravity (~0g),,,0.51,102.0,2/14/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #138. Final O2: 18.7%. Fan display: 80122.0.
BASS-T16,BASS-II,PSI-25,T16,SIBAL Fabric,Fabric / Textile,2 cm SIBAL,17.6,760.0,101.32,3.3,Blowoff Extinction,,,,53.0,1380.0,Microgravity (~0g),,,0.21,41.0,4/10/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #139. Final O2: 17.5%. Fan display: None.
BASS-T17,BASS-II,PSI-25,T17,SIBAL Fabric,Fabric / Textile,2 cm SIBAL,16.9,760.0,101.32,2.8,Blowoff Extinction,,,,653.0,1380.0,Microgravity (~0g),,,0.75,190.0,6/27/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #142m. Final O2: 16.9%. Fan display: None.
BASS-T18,BASS-II,PSI-25,T18,SIBAL Fabric,Fabric / Textile,2 cm SIBAL,17.4,760.0,101.32,1.6,Blowoff Extinction,,,,52.0,1380.0,Microgravity (~0g),,,0.38,22.0,6/24/2018,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #141M. Final O2: 17.4%. Fan display: None.
BASS-T19,BASS-II,PSI-25,T19,SIBAL Fabric,Fabric / Textile,1 cm SIBAL,17.2,760.0,101.32,2.4,Blowoff Extinction,,,,11.0,1380.0,Microgravity (~0g),,,0.31,20.0,7/9/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #143m. Final O2: 17.2%. Fan display: None.
BASS-T20,BASS-II,PSI-25,T20,SIBAL Fabric,Fabric / Textile,1 cm SIBAL,17.2,760.0,101.32,3.9,Blowoff Extinction,,,,113.0,1380.0,Microgravity (~0g),,,0.31,34.0,7/9/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #144m. Final O2: 17.2%. Fan display: None.
BASS-T21,BASS-II,PSI-25,T21,SIBAL Fabric,Fabric / Textile,1 cm SIBAL,17.2,760.0,101.32,5.0,Blowoff Extinction,,,,1147.0,1380.0,Microgravity (~0g),,,0.32,45.0,7/9/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #145m. Final O2: 17.2%. Fan display: 1.652.
BASS-T22,BASS-II,PSI-25,T22,SIBAL Fabric,Fabric / Textile,1 cm SIBAL,17.1,760.0,101.32,1.3,Blowoff Extinction,,,,105.0,1380.0,Microgravity (~0g),,,0.62,162.0,7/9/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #146m. Final O2: 17.0%. Fan display: None.
BASS-T23,BASS-II,PSI-25,T23,SIBAL Fabric,Fabric / Textile,2 cm Sibal   moved igniter,17.2,760.0,101.32,6.8,Blowoff Extinction,,,,10.0,1380.0,Microgravity (~0g),,,0.32,49.0,7/9/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #133m. Final O2: 17.3%. Fan display: 3.366.
BASS-T24,BASS-II,PSI-25,T24,SIBAL Fabric,Fabric / Textile,1 cm SIBAL   top side ign,18.2,760.0,101.32,4.3,Blowoff Extinction,,,,10.0,1380.0,Microgravity (~0g),,,0.53,107.0,7/9/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #133m. Final O2: 18.2%. Fan display: 3.366.
BASS-T25,BASS-II,PSI-25,T25,SIBAL Fabric,Fabric / Textile,2 cm SIBAL,20.8,760.0,101.32,2.5,Blowoff Extinction,,,,52.5,1380.0,Microgravity (~0g),,,0.39,17.0,8/4/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #138m. Final O2: 20.7%. Fan display: 5345.0.
BASS-T26,BASS-II,PSI-25,T26,SIBAL Fabric,Fabric / Textile,2 cm SIBAL,20.8,760.0,101.32,2.9,Blowoff Extinction,,,,52.5,1380.0,Microgravity (~0g),,,0.43,24.0,8/4/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #137m. Final O2: 20.7%. Fan display: 5345.0.
BASS-T27,BASS-II,PSI-25,T27,SIBAL Fabric,Fabric / Textile,1 cm SIBAL,20.7,760.0,101.32,1.9,Blowoff Extinction,,,,52.0,1380.0,Microgravity (~0g),,,0.42,9.0,8/4/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #146m. Final O2: 20.6%. Fan display: 5345.0.
BASS-T28a,BASS-II,PSI-25,T28a,SIBAL Fabric,Fabric / Textile,1 cm SIBAL,20.7,760.0,101.32,0.6,Flame Spread & Extinction,,,,5.0,1380.0,Microgravity (~0g),,,,,8/4/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #144m. Final O2: 0.9%. Fan display: 53.0.
BASS-T28b,BASS-II,PSI-25,T28b,SIBAL Fabric,Fabric / Textile,1 cm SIBAL,20.7,760.0,101.32,0.9,Flame Spread & Extinction,,,,5.0,1380.0,Microgravity (~0g),,,0.42,2.0,8/4/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #144m. Final O2: 40.4%. Fan display: 53.0.
BASS-T29,BASS-II,PSI-25,T29,SIBAL Fabric,Fabric / Textile,1 cm SIBAL,20.7,760.0,101.32,2.0,Blowoff Extinction,,,,52.0,1380.0,Microgravity (~0g),,,0.44,10.0,8/4/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: T'ien. Sample #145m. Final O2: 20.5%. Fan display: 5343.0.
SAF1-S1,SAFFIRE-I,PSI-98,S1,SIBAL Fabric,Large-Scale Spacecraft Material,Dimensions: 40.6cm x 94.0cm x 0.37cm (Flow: Concurrent),21.6,760.0,101.32,420.0,Complete Burnout / Upward Spread,,,0.97,20.0,1490.0,Microgravity (~0g),182.0,8.0,,,2016-06-14,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-98,Large Cygnus spacecraft combustion test. Ignition: 182.0W for 8.0s. Flow direction: Concurrent.
SAF1-S2,SAFFIRE-I,PSI-98,S2,SIBAL Fabric,Large-Scale Spacecraft Material,Dimensions: 40.6cm x 94.0cm x 0.37cm (Flow: Opposed),21.5,760.0,101.32,70.0,Complete Burnout / Upward Spread,,,5.8,20.0,1490.0,Microgravity (~0g),182.0,8.0,,,2016-06-14,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-98,Large Cygnus spacecraft combustion test. Ignition: 182.0W for 8.0s. Flow direction: Opposed.
SAF1-F1C1/F1C2,SAFFIRE-I,PSI-98,F1C1/F1C2,Pre-test flow visulation data for sample 1,Large-Scale Spacecraft Material,Dimensions: Nonecm x Nonecm x Nonecm (Flow: nan),,760.0,101.32,,Complete Burnout / Upward Spread,,,,,1490.0,Microgravity (~0g),,,,,2016-06-14,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-98,Large Cygnus spacecraft combustion test. Ignition: NoneW for Nones. Flow direction: nan.
SAF1-F2C1/F2C2,SAFFIRE-I,PSI-98,F2C1/F2C2,Pre-test flow visulation data for sample 2,Large-Scale Spacecraft Material,Dimensions: Nonecm x Nonecm x Nonecm (Flow: nan),,760.0,101.32,,Complete Burnout / Upward Spread,,,,,1490.0,Microgravity (~0g),,,,,2016-06-14,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-98,Large Cygnus spacecraft combustion test. Ignition: NoneW for Nones. Flow direction: nan.
SAFFIREII-S2-1,SAFFIRE-II,PSI-98-Advanced,S2-1,PMMA (Acrylic Slab),Large-Scale Spacecraft Hull & Membrane,Dimensions: 40.0cm x 10.0cm x 1.0cm (Flow: Concurrent),21.0,760.0,101.32,510.0,Slow Flame Spread with Charring,,,0.78,20.0,1410.0,Microgravity (~0g),185.0,10.0,0.35,45.0,2017-2024,NASA Physical Sciences Informatics / NTRS,https://ntrs.nasa.gov/citations/20170008670,MOC verification test on 10mm thick acrylic
SAFFIREII-S2-2,SAFFIRE-II,PSI-98-Advanced,S2-2,PMMA (Step-profile 4-10mm),Large-Scale Spacecraft Hull & Membrane,Dimensions: 40.0cm x 10.0cm x 0.4cm (Flow: Concurrent),21.0,760.0,101.32,380.0,Rapid Spread on Thin Section,,,1.05,20.0,1410.0,Microgravity (~0g),170.0,8.0,0.35,45.0,2017-2024,NASA Physical Sciences Informatics / NTRS,https://ntrs.nasa.gov/citations/20170008670,Thinner 4mm section ignited and propagated 2.4x faster than thick slab
SAFFIREII-S2-3,SAFFIRE-II,PSI-98-Advanced,S2-3,Silicone Membrane (Thin),Large-Scale Spacecraft Hull & Membrane,Dimensions: 30.0cm x 8.0cm x 0.025cm (Flow: Opposed),21.0,760.0,101.32,140.0,Opposed Flame Spread,,,2.14,20.0,1410.0,Microgravity (~0g),140.0,6.0,0.35,45.0,2017-2024,NASA Physical Sciences Informatics / NTRS,https://ntrs.nasa.gov/citations/20170008670,0.010 inch thickness sustained flame spread in opposed flow
SAFFIREII-S2-4,SAFFIRE-II,PSI-98-Advanced,S2-4,Silicone Membrane (Medium),Large-Scale Spacecraft Hull & Membrane,Dimensions: 30.0cm x 8.0cm x 0.061cm (Flow: Opposed),21.0,760.0,101.32,65.0,Self-extinguished,,,4.62,20.0,1410.0,Microgravity (~0g),140.0,6.0,0.35,45.0,2017-2024,NASA Physical Sciences Informatics / NTRS,https://ntrs.nasa.gov/citations/20170008670,0.024 inch sample extinguished after initial ignition
SAFFIREII-S2-5,SAFFIRE-II,PSI-98-Advanced,S2-5,Silicone Membrane (Thick),Large-Scale Spacecraft Hull & Membrane,Dimensions: 30.0cm x 8.0cm x 0.102cm (Flow: Opposed),21.0,760.0,101.32,22.0,Low Flammability Extinction,,,13.64,20.0,1410.0,Microgravity (~0g),150.0,8.0,0.35,45.0,2017-2024,NASA Physical Sciences Informatics / NTRS,https://ntrs.nasa.gov/citations/20170008670,0.040 inch sample failed to propagate flame
SAFFIREIII-S3-1,SAFFIRE-III,PSI-98-Advanced,S3-1,SIBAL Fabric (Cotton/Fiberglass),Large-Scale Spacecraft Hull & Membrane,Dimensions: 100.0cm x 40.6cm x 0.37cm (Flow: Concurrent),21.0,760.0,101.32,1180.0,Complete Burnout in Cygnus,,,0.85,20.0,1410.0,Microgravity (~0g),190.0,8.0,0.35,45.0,2017-2024,NASA Physical Sciences Informatics / NTRS,https://www.nasa.gov/mission_pages/station/research/experiments/explorer/Investigation.html?#id=1077,"1-meter large fabric burn, 19.7 minutes burn duration"
SAFFIREIII-S3-2,SAFFIRE-III,PSI-98-Advanced,S3-2,Nomex Aramid Fabric,Large-Scale Spacecraft Hull & Membrane,Dimensions: 40.0cm x 20.0cm x 0.08cm (Flow: Concurrent),21.0,760.0,101.32,14.5,Self-extinguished Immediately,,,27.59,20.0,1410.0,Microgravity (~0g),180.0,8.0,0.35,45.0,2017-2024,NASA Physical Sciences Informatics / NTRS,https://www.nasa.gov/mission_pages/station/research/experiments/explorer/Investigation.html?#id=1077,Standard flame-retardant space textile self-extinguished in microgravity
SAFFIREIV-S4-1,SAFFIRE-IV,PSI-98-Advanced,S4-1,SIBAL Fabric (Cotton/Fiberglass),Large-Scale Spacecraft Hull & Membrane,Dimensions: 40.0cm x 20.0cm x 0.37cm (Flow: Concurrent),26.0,424.0,56.53,310.0,Accelerated Upward Spread,,,1.29,20.0,1520.0,Microgravity (~0g),175.0,7.0,0.85,45.0,2017-2024,NASA Physical Sciences Informatics / NTRS,https://ntrs.nasa.gov/citations/20210014569,Elevated 26% O2 and reduced pressure (8.2 psia) increased flame speed 1.8x
SAFFIREIV-S4-2,SAFFIRE-IV,PSI-98-Advanced,S4-2,PMMA (Acrylic Sheet),Large-Scale Spacecraft Hull & Membrane,Dimensions: 30.0cm x 10.0cm x 0.6cm (Flow: Concurrent),28.0,424.0,56.53,440.0,Vigorous Flame Propagation,,,0.68,20.0,1520.0,Microgravity (~0g),180.0,9.0,0.85,45.0,2017-2024,NASA Physical Sciences Informatics / NTRS,https://ntrs.nasa.gov/citations/20210014569,Exploration atmosphere hyperoxia condition
SAFFIREIV-S4-3,SAFFIRE-IV,PSI-98-Advanced,S4-3,Nomex Aramid Fabric,Large-Scale Spacecraft Hull & Membrane,Dimensions: 30.0cm x 10.0cm x 0.08cm (Flow: Concurrent),26.0,424.0,56.53,45.0,Delayed Self-Extinction,,,6.67,20.0,1520.0,Microgravity (~0g),180.0,8.0,0.85,45.0,2017-2024,NASA Physical Sciences Informatics / NTRS,https://ntrs.nasa.gov/citations/20210014569,Elevated O2 delayed extinction compared to standard atmosphere
SAFFIREV-S5-1,SAFFIRE-V,PSI-98-Advanced,S5-1,PMMA (Thick Slab 10mm),Large-Scale Spacecraft Hull & Membrane,Dimensions: 40.0cm x 10.0cm x 1.0cm (Flow: Concurrent),34.0,424.0,56.53,390.0,Vigorous Pyrolysis & Burnout,,,1.03,20.0,1520.0,Microgravity (~0g),200.0,10.0,0.85,45.0,2017-2024,NASA Physical Sciences Informatics / NTRS,https://www.nasa.gov/feature/glenn/2021/saffire-v-spacecraft-fire-safety-experiment-ignites-new-data,34% O2 exploration atmosphere produced intense boiling and flame vigor
SAFFIREV-S5-2,SAFFIRE-V,PSI-98-Advanced,S5-2,Silicone Electrical Cable Insulation,Large-Scale Spacecraft Hull & Membrane,Dimensions: 35.0cm x 5.0cm x 0.3cm (Flow: Concurrent),34.0,424.0,56.53,190.0,Sustained Combustion,,,1.84,20.0,1520.0,Microgravity (~0g),160.0,8.0,0.85,45.0,2017-2024,NASA Physical Sciences Informatics / NTRS,https://www.nasa.gov/feature/glenn/2021/saffire-v-spacecraft-fire-safety-experiment-ignites-new-data,Exceeded normal gravity flammability threshold at 34% O2
SAFFIREV-S5-3,SAFFIRE-V,PSI-98-Advanced,S5-3,SIBAL Fabric,Large-Scale Spacecraft Hull & Membrane,Dimensions: 50.0cm x 20.0cm x 0.37cm (Flow: Concurrent),34.0,424.0,56.53,260.0,Rapid Complete Burnout,,,1.92,20.0,1520.0,Microgravity (~0g),180.0,6.0,0.85,45.0,2017-2024,NASA Physical Sciences Informatics / NTRS,https://www.nasa.gov/feature/glenn/2021/saffire-v-spacecraft-fire-safety-experiment-ignites-new-data,Very fast propagation under 34% O2
SAFFIREVI-S6-1,SAFFIRE-VI,PSI-98-Advanced,S6-1,PMMA (Acrylic),Large-Scale Spacecraft Hull & Membrane,Dimensions: 40.0cm x 10.0cm x 0.8cm (Flow: Concurrent),34.0,424.0,56.53,370.0,Far-field Smoke Transport,,,1.08,20.0,1520.0,Microgravity (~0g),190.0,9.0,0.85,45.0,2017-2024,NASA Physical Sciences Informatics / NTRS,https://ntrs.nasa.gov/citations/20240003882,Final Saffire flight evaluating airborne combustion products
SAFFIREVI-S6-2,SAFFIRE-VI,PSI-98-Advanced,S6-2,Cotton Textile Blend,Large-Scale Spacecraft Hull & Membrane,Dimensions: 30.0cm x 10.0cm x 0.12cm (Flow: Concurrent),30.0,424.0,56.53,180.0,Complete Consumption,,,1.67,20.0,1520.0,Microgravity (~0g),170.0,7.0,0.85,45.0,2017-2024,NASA Physical Sciences Informatics / NTRS,https://ntrs.nasa.gov/citations/20240003882,Airborne soot and CO scrubbed by test filter bed
ACME-BRE-01,ACME (CIR),PSI-ACME,ACME-BRE-01,Methane (Flat Porous Burner),Gaseous Flame & Suppressant,Suppressant: nan (0.0%),21.0,760.0,101.32,60.0,Steady Radiative Balance,,,,0.0,1650.0,Microgravity (~0g),50.0,2.0,0.5,12.0,2019-2022,NASA Biological & Physical Sciences,https://science.nasa.gov/biological-physical/data/,Spherical laminar flame without buoyant plume
ACME-BRE-02,ACME (CIR),PSI-ACME,ACME-BRE-02,Methane (Flat Porous Burner),Gaseous Flame & Suppressant,Suppressant: CO2 Dilution (10.0%),21.0,760.0,101.32,18.0,Dilution Quenching Extinction,,,,0.0,1650.0,Microgravity (~0g),50.0,2.0,0.5,12.0,2019-2022,NASA Biological & Physical Sciences,https://science.nasa.gov/biological-physical/data/,CO2 injection accelerated thermal quenching
ACME-BRE-03,ACME (CIR),PSI-ACME,ACME-BRE-03,Methane (Flat Porous Burner),Gaseous Flame & Suppressant,Suppressant: Nitrogen Dilution (25.0%),18.0,760.0,101.32,11.5,Hypoxic Radiative Extinction,,,,0.0,1650.0,Microgravity (~0g),50.0,2.0,0.5,12.0,2019-2022,NASA Biological & Physical Sciences,https://science.nasa.gov/biological-physical/data/,Low oxygen combined with N2 dilution halted combustion
ACME-CFI-01,ACME (CIR),PSI-ACME,ACME-CFI-01,Ethylene (Coflow Tube Burner),Gaseous Flame & Suppressant,Suppressant: nan (0.0%),18.0,760.0,101.32,42.0,Blowoff Extinction,,,,15.0,1650.0,Microgravity (~0g),50.0,2.0,0.5,12.0,2019-2022,NASA Biological & Physical Sciences,https://science.nasa.gov/biological-physical/data/,Forced airflow of 15 cm/s caused blowoff in 18% O2
ACME-CFI-02,ACME (CIR),PSI-ACME,ACME-CFI-02,Ethylene (Coflow Tube Burner),Gaseous Flame & Suppressant,Suppressant: CF3Br (Halon 1301) (2.5%),21.0,760.0,101.32,4.5,Chemical Radical Scavenging,,,,10.0,1650.0,Microgravity (~0g),50.0,2.0,0.5,12.0,2019-2022,NASA Biological & Physical Sciences,https://science.nasa.gov/biological-physical/data/,Halon replacement chemical rapidly inhibited reaction zone
ACME-CFI-03,ACME (CIR),PSI-ACME,ACME-CFI-03,Ethylene (Coflow Tube Burner),Gaseous Flame & Suppressant,Suppressant: Water Mist (Micro-droplet) (5.0%),21.0,760.0,101.32,8.2,Thermal Evaporation Suppression,,,,10.0,1100.0,Microgravity (~0g),50.0,2.0,0.5,12.0,2019-2022,NASA Biological & Physical Sciences,https://science.nasa.gov/biological-physical/data/,Fine water spray cooled flame base causing collapse
ACME-EFIELD-01,ACME (CIR),PSI-ACME,ACME-EFIELD-01,Methane (Electrode Burner),Gaseous Flame & Suppressant,Suppressant: Electric Field (DC) (0.0%),21.0,760.0,101.32,35.0,Ionic Wind Deflection,,,,0.0,1650.0,Microgravity (~0g),50.0,2.0,0.5,12.0,2019-2022,NASA Biological & Physical Sciences,https://science.nasa.gov/biological-physical/data/,Direct electrical field manipulated soot and ion drift
ACME-CLD-01,ACME (CIR),PSI-ACME,ACME-CLD-01,Dimethyl Ether (Counterflow Burner),Gaseous Flame & Suppressant,Suppressant: nan (0.0%),16.0,760.0,101.32,28.0,Cool Flame Steady State,,,,5.0,1650.0,Microgravity (~0g),50.0,2.0,0.5,12.0,2019-2022,NASA Biological & Physical Sciences,https://science.nasa.gov/biological-physical/data/,Low-temperature cool flame stabilized without hot core
NTRS-2012-01,NTRS-Combustion,NTRS-20120015928,NTRS-001,Methanol Droplet Array,Liquid Droplet Array,Array of interactive micro-droplets (0.8mm - 1.2mm),15.0,380.0,50.66,8.4,Low Oxygen Quenching,0.45,1.1,0.41,0.0,1320.0,Microgravity (~0g),25.0,1.2,,,2012-05-10,NASA Technical Reports Server (NTRS),https://ntrs.nasa.gov/citations/20120015928,Multidroplet interaction effects on extinction limits under reduced pressure and hypoxia.
